,PMID/PMCID,Publisher,Journal title,Article title,Cost
1805,3695676,Springer-Verlag GmbH,journal of molecular medicine,Functional expression of Rab escort protein 1 following AAV2-mediated gene delivery in the retina of choroideremia mice and human cells ex vivo,2262.59
1806,23474851/3664183,SPRINGER-VERLAG GMBH,journal of neural transmission,Cellular Localization and Trafficking of Vascular Adhesion Protein-1 as Revealed by an N-terminal GFP Fusion Protein,2289.17
1807,23400772/3586169,SPRINGER-VERLAG GMBH,journal of the american society for mass spectrometry,Probing the complementarity of FAIMS and strong cation exchange chromatography in shotgun proteomics,2081.07
1808,23340916,Springer-Verlag GMBH & Ci,age,Voluntary exercise can strengthen the circadian system in aged mice,2002.0
1809,23179061,"Springer-Verlag GmbH, Heidelberger Platz 3, D-14197 Berlin",biomolecular nmr assignments,"1H, 13C and 15N chemical shift assignments of Na-FAR-1, a helix-rich fatty acid and retinol binding protein of the parasitic nematode Necator americanus ",1916.11
1810,NA,T&F,azania: archaeological research in africa,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier,1823.76
1811,NA,Taylor & Francis,aids care,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe.",2145.6
1812,3590645,Taylor & Francis,aids care,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities,2399.28
1813,3613944,Taylor & Francis,aids care,"Barriers to involvement of men in ANC and VCT in Khayelitsha, South Africa.",2399.28
1814,3783897,Taylor & Francis,annals of science,"Systems, and How Linnaeus Looked At Them in Retrospect",2337.6
1815,NA,Taylor & Francis,canadian journal of african studies,"Go back to the land! Negotiating space, framing governmentality in Lambwe Valley, Kenya 195475",2145.6
1816,NA,Taylor & Francis,child neuropsychology,The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment,2145.6
1817,NA,Taylor & Francis,english studies,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion",2475.6
1818,NA,Taylor & Francis,european journal of english studies,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry,2260.8
1819,3729250,Taylor & Francis,journal of cultural economy,Transport to where? Reflections on the problem of value and time .,2145.6
1820,NA,Taylor & Francis,medical anthropology,Precarious projects conversions of biomedical knowledge in an East African city.,2145.6
1821,NA,Taylor & Francis,science as culture,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,2145.6
1822,23514390,Taylor & Francis Journals ,am j bioeth,"The ""difficult patient"" conundrum in sickle cell disease in Kenya: complex sociopolitical problems need wide multidimensional solutions.",1804.19
1823,3534410,Taylor & Francis Journals ,ethn health,'All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.,1987.56
1824,3687248,Taylor and Francis,aids care,WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?,2232.74
1825,3590646,Taylor and Francis,american journal of bioethics--neuroscience,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs,2465.77
1826,NA,Taylor and Francis,south asian history and culture,"Quinine, Mosquitoes and Empire: Reassembling Malaria in British India",2145.6
1827,NA,Taylor and Francis,the history of the family,"Parenthood, child-rearing and fertility in England, 1850-1914",2316.79
1828,3836354,Taylor and Francis ,journal of experimental nanoscience,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces,2474.16
1829,3621106,The American Chemical Society Petroleum Research Trust,journal of medicinal chemistry,Crystal Structure of Human Aurora B in Complex with INCENP and VX-680,1272.99
1830,3506127,The American Chemical Society Petroleum Research Trust,journal of medicinal chemistry,Identification of a chemical probe for bromo and extra C-terminal bromodomain inhibition through optimization of a fragment-derived hit.,1280.73
1831,3257585,The American Chemical Society Petroleum Research Trust,journal of medicinal chemistry,"7,8-dichloro-1-oxo-?-carbolines as a versatile scaffold for the development of potent and selective kinase inhibitors with unusual binding modes.",1535.56
1832,3545483,The American Chemical Society Petroleum Research Trust,journal of medicinal chemistry,Novel inverse binding mode of indirubin derivatives yields improved selectivity for DYRK kinases,625.6
1833,3798815,The American Physiological Society,journal of applied physiology,Development and validation of anthropometric prediction equation for estimation of lean body mass and appendicular lean soft tissue in Indian mean and women.,1288.0
1834,3518124,The American Society for Biochemistry and Molecular Biology,molecular and cellular proteomics,Observing the binding site and dynamics of protein S1 on a bacterial Ribosome with cross-linking and mass spectrometry,951.76
1835,3268392,"The American Society for Biochemistry and Molecular Biology, Inc",jnl biological chemistry,Photoaffinity labelling of high affinity nicotinic acid adenine dinucleotide 2'-phosphate (NAADP) proteins in sea urchin egg,999999.0
1836,NA,The American Society of Pediatrics,pediatrics,Vitamin d3 supplementation and childhood diarrhea: a randomized controlled trial.,2645.85
1837,23562481,The Boulevard,virology,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus,2421.96
1838,3744072,The company of Biolgists,biology open,Analysis of the cartilage proteome from three different mouse models of genetic skeletal diseases reveal common and discrete disease signatures,1044.0
1839,3820264,The company of Biolgists,disease models and mechanisms,A novel transgenic mouse model of growth plate dysplasia reveals that decreased chondrocyte proliferation due to chronic ER stress is a key factor in reduced bone growth,2400.0
1840,3507208,THE COMPANY OF BIOLOGISTS,biological open,DROSOPHILA SYNCRIP BINDS THE GURKEN MRNA LOCALISATION SIGNAL & REGULATES LOCALISED TRANSCRIPTS,1014.74
1841,3744075,The company of Biologists,biology open,Intra-ER sorting of the peroxisomal membrane protein Pex3 relies on its luminal domain,1044.0
1842,3640218,The Company of Biologists,development,ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism,1620.0
1843,3672941,The Company of Biologists,journal of cell science,A short bifunctional element operates to positively or negatively regulate ESAG9 expression in different developmental forms of Trypanosoma brucei,2400.0
1844,3583043,The Company of Biologists Ltd,development,The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.,1620.0
1845,3724960,The Endocrine Socety,endocrinology,Gastric expression of plasminogen activator inhibitor (PAI)-1 is associated with hyperphagia and obesity in mice,1875.0
1846,3568261,The Endocrine Society,endocrinology,"The programming of cardiac hypertrophy in the offspring by maternal obesity is associated with hyperinsulinemia, AKT, ERK and mTOR activation",1864.86
1847,3544356,The Endocrine Society,endocrinology,Short-term pharmacological suppression of the hyperprolactinemia of infertile hCG overproducing female mice persistently restores their fertility,2246.22
1848,3507354,The Endocrine Society,endocrinology,Neurochemical characterization of body weight-regulating leptin receptor neurons in the nucleus of the solitary tract,2247.02
1849,3708033,THE ENDOCRINE SOCIETY,journal of clinical endocrinology,Structural pituitary abnormalities associated with CHARGE syndrome,1970.57
1850,23337727/3651585,The Endocrine Society,journal of clinical endocrinology and metabolism,Genotype and phenotype correlation,1909.0
1851,23846817/3784648,The Endocrine Society,journal of clinical endocrinology and metabolism,Metformin inhibits FSH action in human granulosa cells: relevance to polycystic ovary syndrome,1969.56
1852,23783094/3813945,The Endocrine Society,journal of clinical endocrinology and metabolism,How changes in affinity of corticosteroid-binding globulin modulate free cortisol concentration,2320.0
1853,23365120/3708032,The Endocrine Society,journal of clinical endocrinology and metabolism,Prenatal diagnosis of congenital adrenal hyperplasia caused by p450,2347.87
1854,NA,The Endrocrine Society,journal od clinical endocrinology,Corticotropin releasing hormone interacts with Interleukin;-1 to Regulate Prostaglandin H Synthase- 2 Expression in Human Myometrium During Pregnancy and Labor,3602.41
1855,NA,The Journal of Visualized Experiments,journal of visualized experiments,A Visual Assay to Monitor T6SS-mediated Bacterial Competition,1424.71
1856,3613719,The Royal College of Psychiatrists,bjp,Effect of psychosocial interventions on social functioning in depression and schizophrenia: meta-analysis,3000.0
1857,3766126,The Royal College of Psychiatrists,british journal of psychiatry,Alcohol assessment and feedback by email for university students: main findings from randomised controlled trial,3000.0
1858,23782536,The Royal Society,journal of the royal society interface,"The structure of latherin, a surfactant allergen protein from horse sweat and saliva",2057.78
1859,3785964,The Royal Society,"philosophical transactions of the royal society of london. series b, biological sciences","Cell and tissue polarity in the intestinal tract during tumourigenesis: cells still know the right way up, but tissue organization is lost.",1680.0
1860,3673055,The Royal Society,proceedings b,Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes,1680.0
1861,3479731,The Royal Society,proceedings of the royal society b: biological sciences,"Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.",1260.0
1862,3259919,The Royal Society,proceedings of the royal society b: biological sciences,Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder,1680.0
1863,3712420,The Royal Society,proceedings of the royal society b: biological sciences,Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity,1680.0
1864,3720043,The royal Society,rstb 2012.0145,A sticky situation : the unexpected stability of malaria elimination,1680.0
1865,22962270/3491872,The Sheridan Press,cancer research,T cell trafficking facilitated by high endothelial venules is required for tumor control after regulatory T cell depletion,799.44
1866,NA,The Sheridan Press,science-research,Increase in adult life expectancy,1224.61
1867,NA,The Sheridan Press,science-research,High Coverage of ART increases,949.52
1868,3516067,The Sheridan Press ,am j trop medicinal hyg,Use of Rapid Diagnostic Tests in Malaria School Surveys in Kenya: Does their Under-performance Matter for Planning Malaria Control?,1152.5
1869,NA,Transcript Verlag,developing world bioethics,Rethinking biomedicine and governance in Africa:Contributions from anthropology,1653.02
1870,23873369,University of the Basque Country Press,international journal of developmental biology,The Dictyostelium prestalk inducer DIF-1 directs phosphorylation of a bZIP transcription factor.,1306.11
1871,21624095/3734623,Wiley,acta physiol,Integration of transient receptor potential canonical channels with lipids,1991.5
1872,NA,Wiley,addiction,"Acute alcohol-related dysfunction as a predictor of employment status in a longitudinal study of working age men in Izhevsk, Russia.",1919.51
1873,23734913,Wiley,addiction,"Childhood conduct disorder trajectories, prior risk factors and cannabis use at age 16: birth cohort study",2352.94
1874,NA,Wiley,aging cell,"TORC1 signaling inhibition by rapamycin and caffeine affect lifespan, global gene expression and cell proliferation of fission yeast",1970.57
1875,3761188,Wiley,alimentrary pharmacology and therapeutics,Meta-analysis: the diagnostic accuracy of critical flicker frequency in minimal hepatic encephalopathy,2373.59
1876,3761189,Wiley,alimentrary pharmacology and therapeutics,"Predicting the development of acute kidney injury in liver cirrhosis--an analysis of glomerular filtration rate, proteinuria and kidney injury biomarkers.",2373.59
1877,NA,Wiley,american ethnologist,This is our little Hajj? Muslim Holy sites and reappropriation of the sacred,1870.32
1878,NA,Wiley,american journal of medical genetics part a,"A Distinct Mitochondrial Myopathy, Lactic Acidosis and Sideroblastic Anaemia (MLASA) Phenotype Associates with YARS2 Mutations",1500.0
1879,3749465,Wiley,angewande chemie,Site-Specific Identification of the Abeta Fibril-Glycosaminoglycan Interaction Site using Solid State NMR Spectroscopy,2979.91
1880,NA,Wiley,angewandte chemie,Cysteine Promoted C-terminal Hydrazinolysis of Native Peptides and Proteins,2250.0
1881,3532623,Wiley,annals of human genetics,Association of FTO gene variants with body composition in UK twins,2234.61
1882,3698700,Wiley,annals of neurology,Optic radiation tractography and vision in anterior temporal lobe resection,1500.0
1883,3580047,Wiley,annals of neurology,Mitochondrial DNA deletions and neurodegeneration in multiple sclerosis,2184.22
1884,3638323,Wiley,annals of neurology,Glucocerebrosidase deficiency in substantia nigra of Parkinson's disease brains,2010.24
1885,3698699,Wiley,annals of neurology,Mutations in the autoregulatory domain of ?-tubulin 4a cause hereditary dystonia,2010.24
1886,NA,Wiley,annals of the new york academy of sciences,How serotonin shapes moral judgment and behavior,1500.0
1887,3495297,Wiley,annals of the new york academy of sciences,What brain signals are suitable for feedback control of deep brain stimulation in Parkinson's disease,2293.27
1888,3625741,Wiley,arthritis and rheumatism,Lack of effect of a single injection of human C-reactive protein on murine lupus or nephrotoxic nephritis,1000.0
1889,3607248,Wiley,arthritis and rheumatism,Distinct roles for complement in glomerulonephritis and atherosclerosis revealed in mice with a combination of lupus and hyperlipidemia,1500.0
1890,NA,Wiley,arthritis and rheumatism,The circadian clock in chondrocytes regulates genes controlling key aspects of cartilage homeostasis,1969.02
1891,23460124/3715109,Wiley,arthritis and rheumatism,Metabolic profiling predicts response to anti-TNF? therapy in patients with rheumatoid arthritis,1500.0
1892,23740368/3840700,Wiley,arthritis and rheumatism,The impact of inflammation on metabolomic profiles in patients with arthritis,1500.0
1893,3654172,Wiley,bioethics,What Can History Do for Bioethics?,1901.02
1894,3579232,Wiley,bioethics,Free Riders and Pious Sons - Why Science Research Remains Obligatory,1969.41
1895,3660781,Wiley,bioethics,"Presidential Address: The ethics of recognition, responsibility and respect ",1969.41
1896,NA,Wiley,biopolymers,Particle Tracking Microrheology of Purified Gastrointestinal Mucins,1981.77
1897,NA,Wiley,birth defects research part a: clinical and molecular teratology,Knowledge and peri-conceptional use of folic acid for the prevention of neural tube defects in ethnic communities in the United Kingdom: Systematic review and meta-analysis,1500.0
1898,NA,Wiley,birth defects research part a: clinical and molecular teratology,Is LMNB1 a susceptibility gene for neural tube defects in humans?,1500.0
1899,3612708,Wiley,british journal of clinical pharmacology,Human stem cell-derived astrocytes and their application to studying Nrf2-mediated neuroprotective pathways and therapeutics in neurodegeneration,2184.22
1900,NA,Wiley,british journal of dermatology,Immunohistochemical and ultrastructural features of congenital melanocytic naevus cells support a stem cell phenotype,1954.74
1901,3557659,Wiley,british journal of haematology,Malaria: modification of the red blood cell and consequences in the human host,1929.35
1902,23121507/3596649,Wiley,british journal of pharmacology,Inhibition of endothelial cell calcium entry and transient receptor potential,1868.0
1903,3594681,Wiley,british journal of pharmacology,On the selectivity of neuronal nitric oxide synthase inhibitors,1900.9
1904,23763262,Wiley,british journal of pharmacology,In pursuit of small molecule chemistry for calcium-permeable non-selective TRPC channels - mirage or pot of gold?,1952.24
1905,23902464,Wiley,cellular microbiology,"Mannan core branching of lipo(arabino)mannan is
required for mycobacterial virulence in the context of
innate immunity",1500.0
1906,24009110,Wiley,chembiochem,The Development of Selective Inhibitors of NagZ: Increased Susceptibility of Gram-negative Bacteria to ?-lactams,1500.0
1907,23483642/3625746,Wiley,chembiochem,An Enzymatic Route to Selenazolines,2083.48
1908,23418011/3792637,Wiley,chembiochem,tructural insights into the recovery of aidolase activity in N-acetyl neuraminic acid lyase by replacement of the catelytically active lysine with gamma-thialysin using a chemical mutagenisis strategy,2153.41
1909,22996943/3569615,Wiley,chemistry -  european journal,The use of electrospray mass spectrometry to determine speciation in a dynamic combinatorial library for anion recognition,2051.27
1910,3484687,Wiley,child psychology psychiatry,The Affective Reactivity Index: A concise irritability scale for clinical and research settings,2302.93
1911,3654171,Wiley,clinical genetics,Telamere length measurement can distinguish pathogenic from non-pathogenic var,2864.53
1912,3638371,Wiley,cytoskeleton,The kinetics of force-induced cell reorganization depend on microtubules and actin,1977.72
1913,3674534,Wiley,developing world bioethics,"She's my sister-in-law, my visitor, my friend' -- challenges of staff identity in home follow-up in an HIV trial in Western Kenya.",1954.14
1914,3698701,Wiley,development dynamics,Expression of glycosaminoglycan epitopes during zebrafish skeletogenesis,2400.0
1915,NA,Wiley,developmental science,The relationship between puberty and social emotion processing,1500.0
1916,3586655,Wiley,diabetic medicine,"Sequencing PDX1 (insulin promoter factor 1) in 1788 UK individuals found 5% had a low frequency coding variant, but these variants are not associated with Type 2 diabetes.",2304.31
1917,3654556,Wiley,diabetic medicine,Biallelic PDX1 (insulin promoter factor 1) mutations causing neonatal diabetes without exocrine pancreatic insufficiency,2310.95
1918,NA,Wiley,diabetic medicine,Urinary C-peptide Creatinine Ratio (UCPCR) detects absolute insulin deficiency in type 2 diabetes,2384.1
1919,3586630,Wiley,ecology and evolution,The bacterial parasite Pasteuria ramosa is not killed if it fails to infect: implications for coevolution,1440.0
1920,NA,Wiley,ecology letters,Differential sources of host species heterogeneity influence the transmission and control of multi-host parasites,2388.08
1921,3628103,Wiley,embo molecular medicine,Long-term p110alpha PI3K inactivation exerts a beneficial effect on metabolism,3078.92
1922,NA,Wiley,epilepsia,Structural correlates of impaired working memory in hippocampal sclerosis,1500.0
1923,3615169,Wiley,european journal of immunology,"ICOS controls Foxp3+ regulatory T cell expansion, maintenance, and IL-10 production during helminth infection",1820.09
1924,3734624,Wiley,european journal of immunology,AMPK?1: A glucose sensor that controls CD8 T-cell memory.,2020.25
1925,NA,Wiley,european journal of neuroscience,Parallelism in the brain's visual form system,1500.0
1926,3795443,Wiley,evolution,Spite versus cheats: competition among social strategies shapes virulence in Pseudomonas aeruginosa,2184.22
1927,NA,Wiley,evolution,Is HIV short-sighted? Insights from a multi-strain nested model,2374.52
1928,3470925,Wiley,experimental physiology,Remote Ischaemic pre- and delayed post conditioning,1894.94
1929,23170778/3572582,Wiley,febs j.,Crystal structures of murine angiogenin-2 and -3-probing 'structure--function' relationships amongst angiogenin homologues.,2246.21
1930,23082758/3564407,Wiley,febs j.,Structural basis of peptide recognition by the angiotensin-1 converting enzyme homologue AnCE from Drosophila melanogaster.,2247.05
1931,23517310/3734648,Wiley,febs journal,Adenosin-5'-phosphosulfate (APS) - a multifaceted modulator of bifunctional PAPS synthases and related enzymes,1500.0
1932,NA,Wiley,febs journal,Recent progress in satellite cell/myoblast engraftment: relevance for therapy,1500.0
1933,23763300,Wiley,fems microbiology letters,bkaR is a TetR-type repressor that controls an operon associated with branched-chain keto-acid metabolism in Mycobacteria.,2008.84
1934,NA,Wiley,fems microbiology letters,Identification of type II toxin-antitoxin modules in Burkholderia pseudomallei,2337.66
1935,23738518,Wiley,genes brain behaviour,A genome-wide association study for reading and language abilities in two population cohorts,2355.52
1936,23315936/3638342,Wiley,genesis: journal of genetics,The Caenorhabditis elegans homeobox gene ceh-19 is required for MC motoneuron function,2376.4
1937,3644876,Wiley,glia,Microglia and macrophages differentially modulate cell death after brain injury caused by oxygen-glucose deprivation in organotypic brain slices,1977.72
1938,3580049,Wiley,glia,Injury and differentiation following inhibition of mitochondrial respiratory chain complex IV in rat oligodendrocytes,2184.22
1939,NA,Wiley,hbm jnl human brain mapping,Phase informed model for motion and susceptibility (PIMMS),999999.0
1940,23775568,Wiley,hepatology,Paracrine signals from liver sinusoidal endothelium regulate hepatitis C virus replication,1500.0
1941,22807091/3744754,Wiley,hepatology,Heterogeneous claudin-1 expression in human liver,1500.0
1942,NA,Wiley,hepatology,Proteome-wide analyses of human hepatocytes during differentiation and de-differentiation,1969.41
1943,NA,Wiley,hepatology,HCV treatment for prevention among people who inject drugs: modelling teatment scale-up in the age of direct-acting antivirals,2355.52
1944,3638324,Wiley,hepatology,Osteopontin is a novel downstream target of SOX9 with diagnostic implications for progression of liver fibrosis in humans,2373.26
1945,NA,Wiley,hippocampus,"Transitivity Performance, Relational Hierarchy Knowledge and Awareness: Results of an Instructional Framing Manipulation",1500.0
1946,NA,Wiley,hippocampus,Representations of recent and remote autobiographical memories in hippocampal subfields,1500.0
1947,NA,Wiley,hippocampus,Pituitary adenylate cyclase-activating polypeptide (PACAP) inhibits the slow afterhyperpolarizing current sIsubAHPsubin CA1 pyramidal neurons by activating multiple signaling pathways,999999.0
1948,NA,Wiley,human brain mapping,A Novel Approach to Probabilistic Biomarker-Based Classification Using Functional Near-Infrared Spectroscopy,1500.0
1949,3272220,Wiley,human mutation,Pseudoachondroplasia and multiple epiphyseal dysplasia: A 7-year comprehensive analysis of the known disease genes identify novel and recurrent mutations and provides an accurate assessment of their relative contribution,2310.95
1950,3746110,Wiley,"human mutation: variation, informatics, and disease","Associations among genotype, clinical phenotype, and intracellular localization of trafficking proteins in ARC syndrome",1500.0
1951,NA,Wiley,immunological reviews,Actin cytoskeletal defects in immunodeficiency,1500.0
1952,3532612,Wiley,inflammatory bowel diseases,Defective TNF release from Crohns disease macrophages in response to Toll-like receptor activation: relationship to phenotype and genome-wide association susceptibility loci,1927.56
1953,3504977,Wiley,international journal of geriatric psychiatry,Strain and its correlates among carers of people with dementia in low and middle income countries. A 10/66 Dementia Research population-based survey,2302.93
1954,NA,Wiley,international journal of stroke,Length of carotid stenosis predicts peri-procedural stroke or death and restenosis in patients randomized to endovascular treatment or endarterectomy,1500.0
1955,3607410,Wiley,journal of bone and mineral research,Regulation of human bone marrow stromal cell proliferation and differentiation,755.45
1956,NA,Wiley,journal of cellular biochemistry,"The U5 snRNA internal loop 1 is a platform for Brr2, Snu114 and Prp8 protein binding during U5 snRNP assembly",1971.87
1957,3796855,Wiley,journal of child psychology and psychiatry,Parental depressive and anxiety symptoms during pregnancy and attention problems in children. A cross-cohort consistency study,2222.22
1958,3798115,Wiley,journal of evolutionary biology,Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.,2365.54
1959,3644170,Wiley,journal of neurochemistry,A nicotinic acetylcholine receptor transmembrane point mutation...,1860.57
1960,3557716,Wiley,journal of neurochemistry,SMRT-mediated co-shuttling enables export of class IIa HDACs independent of their CaM kinase phosphorylation sites,2184.22
1961,3557719,Wiley,journal of neurochemistry,Pituitary adenylate cyclase-activating peptide induces long-lasting neuroprotection through the induction of activity-dependent signaling via the cyclic AMP response element-binding protein-regulated transcription co-activator 1,999999.0
1962,3664422,Wiley,journal of neurochemistry,"Quality control parameters on a large dataset of control, regionally dissected human brains for whole genome expression",2010.24
1963,3488597,Wiley,journal of neuroendocrinology,Changes in the brain accumulation of glucocorticoids in abcb1a-deficient CF-1 mice.,2302.93
1964,NA,Wiley,journal of pathology,LRIG1 regulates cadherin-dependent contact inhibition directing epithelial homeostasis and pre-invasive squamous cell carcinoma development,1500.0
1965,3609073,Wiley,journal of pathology,The peritoneal microenvironment of hig-grade serous ovarian cancer,1897.33
1966,3591715,Wiley,journal of physiology,Suppressed cellular oscillations in after-hours mutant mice are associated with enhanced circadian phase-resetting ,1869.62
1967,3764640,Wiley,journal of physiology,Nitric oxide dependent LTD but not endocannabinoid LTP is crucial for visual recognition memory,2352.94
1968,3678035,Wiley,journal of physiology,A functional role for both GABA transporter-1 and GABA transporter-3 in the modulation of extracellular GABA and GABAergic tonic conductances in the rat hippocampus,2400.0
1969,3580885,Wiley,journal of the history of the behavioral sciences,"Normalizing the supernormal: The formation of the Gesellschaft für Psychologische Forschung (Society for Psychological Research), c. 1886-1890",2296.94
1970,3813975,Wiley,journal of the royal statistical society: series c (applied statistics),A coupled hidden Markov model for disease interactions,2363.76
1971,3792745,Wiley,magnetic resonance in medicine,Retrospective correction of physiological noise in DTI using an extended tensor model and peripheral measurements,2374.51
1972,NA,Wiley,magnetic resonance in medicine,Orthogonalizing crusher and diffusion-encoding gradients to suppress undesired echo pathways in the twice-refocused spin echo diffusion sequence,2010.24
1973,NA,Wiley,molecular microbiology,Morphogenesis of plasmodium zoites is uncoupled from tensile strength.,1913.51
1974,24125554,Wiley,molecular microbiology,Mannosylation in Candida albicans: role in cell wall function and immune recognition.,2347.4
1975,3739940,Wiley,movement disorders,Somatic alpha-synuclein mutations in Parkinson&apos;s disease: hypothesis and preliminary data,1005.0
1976,3660780,Wiley,movement disorders,Is transcranial sonography useful to distinguish SWEDDs patients from Parkinson`s disease?,1500.0
1977,3633239,Wiley,movement disorders,Psychogenic facial movement disorders: Clinical features and associated conditions,2010.24
1978,3664413,Wiley,movement disorders,Moving towards ?laboratory-supported? criteria for psychogenic tremor.,2010.24
1979,3664414,Wiley,movement disorders,Identical Twins with Leucine Rich Repeat Kinase type 2 Mutations Discordant for Parkinsons Disease ,2010.24
1980,3664415,Wiley,movement disorders,Sensory tricks in primary cervical dystonia depend on visuo-tactile temporal discrimination,2010.24
1981,3664426,Wiley,movement disorders,Dystonia with brain manganese accumulation due to SLC30A10 mutations: a new treatable disorder ,2010.24
1982,3664430,Wiley,movement disorders,THAP1 mutations and dystonia phenotypes: a metanalysis and genotype phenotypecorrelations,2010.24
1983,3672686,Wiley,movement disorders,Ability to cycle despite severe freezing of gait in atypical parkinsonism in Fahr's syndrome,2010.24
1984,3748791,Wiley,movement disorders,Primary progressive aphasia with parkinsonism,2275.58
1985,NA,Wiley,movement disorders,Botulinum toxin injections reduce associative plasticity in patients with primary dystonia,2379.69
1986,NA,Wiley,movement disorders,Hyposmia and cognitive impairment in Gaucher disease patients and carriers,2395.87
1987,3664409,Wiley,movement disorders,Limb amputations in fixed dystonia: a form of body integrity identity disorder,201024.0
1988,3739929,Wiley,movement disorders,Parkin disease and the Lewy body conundrum,1500.0
1989,NA,Wiley,movement disorders,Genotype and Phenotype in Parkinson's disease- lessons in heterogeneity from Deep Brain Stimulation,1500.0
1990,NA,Wiley,muscle and nerve,HETEROGENEITY OF QUADRICEPS MUSCLE PHENOTYPE IN CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD); IMPLICATIONS FOR STRATIFIED MEDICINE?,2371.54
1991,3712463,Wiley,neuropathology and applied neurobiology,Panthothenate kinase-associated neurodegeneration is not a synucleinopathy,1500.0
1992,NA,Wiley,nmr in biomedicine,Tissue and column-specific measurements from multi-parameter mapping of the human spinal cervical cord at 3T,1500.0
1993,3757314,Wiley,parasite immunology,The retinoic acid producing capacity of gut dendritic cells and macrophages is reduced during persistent T. muris infection,1931.62
1994,23790101,Wiley,parasite immunology,Imaging African Trypanosomes,1987.28
1995,23898885,Wiley,plant biotechnology journal,Characterization and downstream mannose phosphorylation of human recombinant a-L-iduronidase produced in Arabidopsis complex glycan-deficient (cgl) seeds,1500.0
1996,3649266,Wiley,protein science,Clostridium perfringens epsilon toxin H149A mutant as a platform for receptor binding studies,1935.6
1997,23184293,Wiley,protein science,Crystal Structure of the small GTPase Ar16/BBS3 from Trypanosoma brucei,1954.66
1998,22777780/3568905,Wiley,rapid communications in mass spectrometry,"The role of conformational flexibility in B2, microglobulin amyloid fibril formation at neutral pH.",1853.0
1999,23278317,Wiley,sociology of health and illness,The 'window of opportunity' for death after severe brain injury: Family experiences,1514.1
2000,3813980,Wiley,stem cells,Uterine Vasculature Remodelling in Human Pregnancy Involves Functional Macro-chimerism by Endothelial Colony Forming Cells of fetal origin,1287.75
2001,NA,Wiley,stem cells,Hes1 Desynchronizes Differentiation of Pluripotent Cells by Modulating STAT3 Activity.,1826.0
2002,23253866,Wiley,the febs journal,Tetrameric structure of SUR2B from electron microscopy of oriented single particles,1879.96
2003,3672689,Wiley,traffic,Importin-7 Mediates Nuclear Trafficking of DNA in Mammalian Cells,1500.0
2004,3558801,Wiley,tropical medicine and international health,"Preparing for national school-based deworming in Kenya: the validation and large-scale distribution of school questionnaires with urinary schistosomiasis
",1870.32
2005,NA,Wiley,tropical medicine and international health,Meningococcal carriage in the African meningitis belt.,1949.32
2006,3770928,Wiley,tropical medicine and international health,Epidemiology and control of trachoma: systamatic review,1974.72
2007,NA,Wiley ,american ethnologist,Public secrets in public health: knowing not to know while making scientific . ..,1870.67
2008,3709132,Wiley ,bioethics,"Health, vital goals, and central human capabilities",1898.01
2009,3853540,Wiley ,brt jnl clinical pharmacology,The association between Parkinson's disease and anti-epilepsy drug carbamazepine: a case-control study using the UK General Practice Research Database,2009.65
2010,3437476,Wiley ,"child: care, health development",Parental depression and child outcomes - is marital conflict the missing link,2260.32
2011,3654560,Wiley ,developing world bioethics,Ethical challenges that arise at the community interface of health research: village reports experiences in Western Kenya.,1982.68
2012,3746115,Wiley ,drug and alcohol review,Brief intervention content matters.,1966.31
2013,3684743,Wiley ,evolutionary applications,Costs of crowding for the transmission of malaria parasites,1524.0
2014,3592994,Wiley ,hepatology,Intrahepatic cholestasis of pregnancy levels of sulfated progesterone metabolites inhibit FXR resulting in a pro-cholestatic phenotype,1635.0
2015,NA,Wiley ,molecular genetics and genomic medicine,Whole exome sequencing identifies a novel variant in APOB causing accumulation of circulating mutant LDL in a family with autosomal dominant hypercholesterolaemia,780.0
2016,3828870,Wiley ,molecular microbiology,The evidence that transport of iron from the lysosome to the cytosol in African trypanosomes is mediated by a mucolipin orthologue.,1977.98
